location,outbreak_number,start_weekday,duration,threshold,total_suspected_cases,attack_rate,total_deaths,cfr,temporal_scale,country,population,area,mean_R0,population_density,rural_urban,pop_cat,who_region,start_date,end_date,total_confirmed_cases,spatial_scale,location_period_id,time_to_peak..weeks.
afr::tza::mara::rorya,1,Sunday,14,0.164879895,25,0.087653001,0,0,weekly,TZA,285215.6,1994.287035,1.66,143.0163236,Rural settings,"Population <1,000,000",AFR,8/21/2016,11/26/2016,NA,admin2,13514,11.14
afr::tza::mbeya::chunya,2,Monday,26,1.390378117,448,1.652274765,5,1.116071429,weekly,TZA,271141.3,28668.78342,1.43,9.457719082,Rural settings,"Population <1,000,000",AFR,10/11/2010,4/10/2011,NA,admin2,13522,4.86
afr::tza::mbeya::mbarali,1,Sunday,12,0.460376104,239,0.702082932,2,0.836820084,weekly,TZA,340415.6,14437.92456,1.47,23.57787635,Rural settings,"Population <1,000,000",AFR,7/30/2017,10/21/2017,NA,admin2,14091,2.14
afr::tza::morogoro,1,Monday,10,0.373569425,599,0.245380879,NA,NA,weekly,TZA,2441103,70125.80588,1.95,34.81033793,Rural settings,"Population >1,000,000",AFR,10/3/2016,12/11/2016,NA,admin1,14149,10
afr::tza::morogoro::kilosa,1,Monday,10,0.394592439,36,0.060056347,0,0,weekly,TZA,599437.1,13744.8073,1.75,43.61189553,Rural settings,"Population <1,000,000",AFR,2/1/2010,4/11/2010,NA,admin2,14154,2.86
afr::tza::morogoro::kilosa,2,Sunday,5,0.394592439,12,0.024714739,0,0,weekly,TZA,485540.2,11773.34411,1.91,41.24063609,Rural settings,"Population <1,000,000",AFR,6/19/2016,7/23/2016,NA,admin2,14155,3
afr::tza::morogoro::kilosa,4,Sunday,17,0.394592439,154,0.31717249,2,1.298701299,weekly,TZA,485540.2,11773.34411,1.91,41.24063609,Rural settings,"Population <1,000,000",AFR,10/2/2016,1/28/2017,NA,admin2,14155,5.14
afr::tza::morogoro::morogororural,2,Sunday,17,0.334451161,75,0.25318806,0,0,weekly,TZA,296222.5,12457.06999,1.93,23.77946822,Rural settings,"Population <1,000,000",AFR,2/28/2016,6/25/2016,NA,admin2,14157,3
afr::tza::mwanza::sengerema,1,Sunday,5,0.017575886,26,0.035999534,0,0,weekly,TZA,722231.6,9021.095661,2.05,80.06029723,Rural settings,"Population <1,000,000",AFR,11/29/2015,1/2/2016,NA,admin2,14179,3
afr::tza::mwanza::ukerewe,1,Sunday,8,0.120215023,43,0.125275189,0,0,weekly,TZA,343244.3,628.1710276,1.82,546.4185467,Rural settings,"Population <1,000,000",AFR,2/28/2016,4/23/2016,NA,admin2,14180,3
afr::tza::pwani::kibaharural,2,Sunday,12,0.131973453,16,0.201289234,0,0,weekly,TZA,79487.6,1499.370117,1.99,53.01399508,Rural settings,"Population <100,000",AFR,9/27/2015,12/19/2015,NA,admin2,14182,4
afr::tza::pwani::kisarawe,1,Sunday,15,0.03409232,9,0.086541751,0,0,weekly,TZA,103996,5030.837118,2.04,20.67170882,Rural settings,"Population <1,000,000",AFR,10/18/2015,1/30/2016,NA,admin2,15378,3
afr::tza::songwe::songwe,2,Sunday,25,1.419197965,197,1.246543777,1,0.507614213,weekly,TZA,158037,11164.65466,1.69,14.15511763,Rural settings,"Population <1,000,000",AFR,9/17/2017,3/10/2018,NA,admin2,15121,6
afr::tza::tanga::lushoto,1,Monday,7,0.084105224,79,0.165734541,0,0,weekly,TZA,476665.9,4091.310906,1.6,116.5068876,Rural settings,"Population <1,000,000",AFR,1/25/2010,3/14/2010,NA,admin2,14726,2.86
afr::tza::tanga::muheza,1,Sunday,7,0.060102963,51,0.249559467,1,1.960784314,weekly,TZA,204360.1,1500.743182,2.04,136.1725993,Rural settings,"Population <1,000,000",AFR,4/22/2012,6/9/2012,NA,admin2,15356,4
afr::tza::unguja,2,daily_group,19,0.142783347,491,0.477258447,11,2.240325866,daily,TZA_zanzibar,1028792.688,1618.409077,2.28,635.6814866,Rural settings,"Population >1,000,000",AFR,2/8/2016,6/19/2016,4,admin1,15066,13.57
afr::uga::amudat,1,Saturday,9,0.605097583,120,1.28104747,NA,NA,weekly,UGA,93673.3,1615.43064,2.29,57.98658121,Rural settings,"Population <100,000",AFR,6/5/2010,8/6/2010,NA,admin1,4943,6.29
afr::uga::kasese,1,Monday,14,0.067377392,52,0.082128664,NA,NA,weekly,UGA,633152.9,3364.220851,1.55,188.2019428,Rural settings,"Population <1,000,000",AFR,1/4/2010,4/11/2010,NA,admin1,15158,3
afr::uga::kween,1,Monday,8,0.225058371,68,0.632295571,4,5.882352941,weekly,UGA,107544.6,851.4064017,1.57,126.3140608,Rural settings,"Population <1,000,000",AFR,6/11/2018,8/5/2018,NA,admin1,8526,3
afr::uga::kyegegwa,1,Monday,12,0.216709608,111,0.576579899,2,1.801801802,weekly,UGA,192514.5,542.8336719,1.56,354.6473072,Rural settings,"Population <1,000,000",AFR,2/19/2018,5/13/2018,NA,admin1,3695,3
afr::uga::mbale,1,Monday,6,0.065098431,90,0.176527819,0,0,weekly,UGA,509834.7,518.8278546,1.65,982.6663998,Rural settings,"Population <1,000,000",AFR,12/28/2015,2/7/2016,NA,admin1,15157,3
afr::uga::moroto,1,Thursday,10,0.804352203,542,2.293273505,NA,NA,weekly,UGA,236343.4,8516.023633,2.91,27.75278818,Rural settings,"Population <1,000,000",AFR,4/1/2010,6/9/2010,NA,admin1,9701,3
afr::uga::moyo,1,Monday,9,0.375901777,172,1.253996202,0,0,weekly,UGA,137161.5,1856.792471,1.54,73.87012935,Rural settings,"Population <1,000,000",AFR,4/14/2014,6/15/2014,NA,admin1,7580,3
afr::uga::namayingo,1,Monday,7,0.214512256,49,0.204144631,1,2.040816327,weekly,UGA,240025.9,4671.335828,1.96,51.38271125,Rural settings,"Population <1,000,000",AFR,6/13/2016,7/31/2016,NA,admin1,4717,3
afr::uga::nebbi,2,Monday,27,0.09979178,59,0.100338643,1,1.694915254,weekly,UGA,588008.8,2901.35907,1.82,202.6666765,Rural settings,"Population <1,000,000",AFR,11/18/2013,5/25/2014,NA,admin1,15148,12
afr::zmb::lusaka,1,Monday,9,6.120140061,3314,1.096887631,NA,NA,weekly,ZMB,3021275.8,25433.40869,1.46,118.7916192,Rural settings,"Population >1,000,000",AFR,12/4/2017,2/4/2018,NA,admin1,14415,5
emr::som::gedo::beledhawo,2,Monday,9,54.99520722,755,10.15323356,0,0,weekly,SOM,74360.5,4106.46807,2.28,18.10814031,Rural settings,"Population <100,000",EMR,6/6/2016,8/7/2016,NA,admin2,13352,3
emr::som::hiiraan::beledweyn,1,Monday,16,3.70093539,687,3.020920949,16,2.328966521,weekly,SOM,227414.1,14808.9345,1.22,15.35654709,Rural settings,"Population <1,000,000",EMR,6/6/2016,9/25/2016,NA,admin2,13325,4
emr::som::middleshabelle,2,Monday,21,0.336957323,713,1.041316952,7,0.981767181,weekly,SOM,684709.9,18499.95032,1.75,37.01144534,Rural settings,"Population <1,000,000",EMR,4/4/2016,8/28/2016,NA,admin1,12892,4
afr::ben::atlantique::abomeycalavi,1,Monday,10,0.012352935,16,0.024411397,NA,NA,weekly,BEN,655431.6,511.019143,2.02,1282.596961,Urban settings,"Population <1,000,000",AFR,9/30/2013,12/8/2013,NA,admin2,4754,3
afr::ben::atlantique::soava,1,Monday,6,0.168660041,62,0.108555355,0,0,weekly,BEN,571137.2,511.019143,1.58,1117.643454,Urban settings,"Population <1,000,000",AFR,5/9/2011,6/19/2011,NA,admin2,8540,3
afr::ben::atlantique::soava,2,Monday,32,0.168660041,312,0.476022239,NA,NA,weekly,BEN,655431.6,511.019143,1.82,1282.596961,Urban settings,"Population <1,000,000",AFR,8/26/2013,4/6/2014,NA,admin2,8540,5
afr::civ::abidjan::abidjanville,1,Monday,6,0.017014641,22,0.004988488,0,0,weekly,CIV,4410154,622.6197422,1.84,7083.222232,Urban settings,"Population >1,000,000",AFR,11/10/2014,12/21/2014,NA,admin2,15289,3
afr::cmr::centre::biyemassihealthdistrict,1,Monday,40,0.810139226,1012,3.892217404,20,1.976284585,weekly,CMR,260006,20.26676011,2.07,12829.18427,Urban settings,"Population <1,000,000",AFR,2/28/2011,12/4/2011,NA,admin2,13013,6
afr::cmr::centre::citevertehealthdistrict,1,Monday,47,2.547023797,559,11.51419594,29,5.18783542,weekly,CMR,48548.8,19.0637821,2.03,2546.651013,Urban settings,"Population <100,000",AFR,3/7/2011,1/29/2012,NA,admin2,13014,3
afr::cmr::centre::djoungolohealthdistrict,2,Monday,39,0.588091447,507,2.74856547,17,3.353057199,weekly,CMR,184459.9,101.172113,1.77,1823.228699,Urban settings,"Population <1,000,000",AFR,2/28/2011,11/27/2011,NA,admin2,13015,4
afr::cmr::centre::efoulanhealthdistrict,1,Monday,10,0.06536556,101,0.19998979,9,8.910891089,weekly,CMR,505025.8,77.39224975,2.3,6525.534555,Urban settings,"Population <1,000,000",AFR,3/7/2011,5/15/2011,NA,admin2,13017,3
afr::cmr::centre::efoulanhealthdistrict,2,Monday,7,0.06536556,42,0.083164071,7,16.66666667,weekly,CMR,505025.8,77.39224975,1.97,6525.534555,Urban settings,"Population <1,000,000",AFR,9/26/2011,11/13/2011,NA,admin2,13017,3
afr::cmr::centre::nkolndongohealthdistrict,2,Monday,40,0.06277792,224,0.283727043,14,6.25,weekly,CMR,789491.2,59.04134228,1.78,13371.83691,Urban settings,"Population <1,000,000",AFR,3/7/2011,12/11/2011,NA,admin2,13033,4
afr::cmr::littoral::bonassamahealthdistrict,2,Monday,19,0.357435452,248,0.604581702,3,1.209677419,weekly,CMR,410201,118.4823736,2.24,3462.126792,Urban settings,"Population <1,000,000",AFR,1/10/2011,5/22/2011,NA,admin2,13088,7
afr::cmr::littoral::bonassamahealthdistrict,4,Monday,26,0.357435452,375,0.914186042,10,2.666666667,weekly,CMR,410201,118.4823736,1.94,3462.126792,Urban settings,"Population <1,000,000",AFR,8/1/2011,1/29/2012,NA,admin2,13088,3
afr::cmr::littoral::citedespalmiershealthdistrict,2,Monday,24,0.140763314,151,0.612978138,4,2.649006623,weekly,CMR,246338.3,51.11683551,1.81,4819.122654,Urban settings,"Population <1,000,000",AFR,9/5/2011,2/19/2012,NA,admin2,13089,6
afr::cmr::littoral::deidohealthdistrict,2,Monday,21,1.848019472,201,1.082445873,9,4.47761194,weekly,CMR,185690.6,32.79309687,1.73,5662.490515,Urban settings,"Population <1,000,000",AFR,1/17/2011,6/12/2011,NA,admin2,13090,4
afr::cmr::littoral::deidohealthdistrict,4,Monday,20,1.848019472,1338,7.205535216,20,1.494768311,weekly,CMR,185690.6,32.79309687,1.29,5662.490515,Urban settings,"Population <1,000,000",AFR,9/5/2011,1/22/2012,NA,admin2,13090,10
afr::cmr::littoral::logbabahealthdistrict,1,Monday,8,0.743069634,12,0.160946702,0,0,weekly,CMR,74558.8,12.59902777,2.03,5917.821705,Urban settings,"Population <100,000",AFR,10/11/2010,12/5/2010,NA,admin2,13094,3
afr::cmr::littoral::logbabahealthdistrict,2,Monday,19,0.743069634,90,1.143174464,4,4.444444444,weekly,CMR,78728.1,12.59902777,1.78,6248.744065,Urban settings,"Population <100,000",AFR,1/10/2011,5/22/2011,NA,admin2,13094,3
afr::cmr::littoral::logbabahealthdistrict,3,Monday,26,0.743069634,144,1.829079143,1,0.694444444,weekly,CMR,78728.1,12.59902777,1.76,6248.744065,Urban settings,"Population <100,000",AFR,8/15/2011,2/12/2012,NA,admin2,13094,11
afr::cmr::littoral::newbellhealthdistrict,4,Monday,48,2.829164419,941,12.17699221,10,1.062699256,weekly,CMR,77276.9,14.97344404,1.65,5160.93023,Urban settings,"Population <100,000",AFR,1/24/2011,12/25/2011,NA,admin2,13101,38
afr::cmr::littoral::nylonhealthdistrict,1,Monday,9,4.24190321,27,0.35486543,0,0,weekly,CMR,76085.2,12.92689494,1.85,5885.806325,Urban settings,"Population <100,000",AFR,10/4/2010,12/5/2010,NA,admin2,13106,3
afr::cmr::littoral::nylonhealthdistrict,4,Monday,27,4.24190321,1267,15.74681281,13,1.026045777,weekly,CMR,80460.7,12.92689494,2.24,6224.286681,Urban settings,"Population <100,000",AFR,8/8/2011,2/12/2012,NA,admin2,13106,13
afr::cod::katanga::kalemiehealthdistrict::bwanakutcha,1,Monday,11,7.939854881,25,2.75251651,0,0,weekly,COD,9082.6,4.277449397,2.09,2123.368194,Urban settings,"Population <10,000",AFR,1/18/2010,4/4/2010,NA,admin3,15012,3
afr::cod::katanga::kalemiehealthdistrict::clinique,2,Monday,18,17.19005755,37,4.434594991,0,0,weekly,COD,8343.5,4.461559895,1.85,1870.085844,Urban settings,"Population <10,000",AFR,8/27/2012,12/30/2012,NA,admin3,15013,14
afr::cod::katanga::kalemiehealthdistrict::kataki,1,Monday,12,105.6078365,26,18.28414613,0,0,weekly,COD,1422,1.303884142,1.86,1090.587694,Urban settings,"Population <10,000",AFR,3/1/2010,5/23/2010,NA,admin3,15014,3
afr::cod::katanga::kalemiehealthdistrict::kataki,2,Monday,8,105.6078365,40,27.1096944,0,0,weekly,COD,1475.5,1.303884142,1.88,1131.618947,Urban settings,"Population <10,000",AFR,11/5/2012,12/30/2012,NA,admin3,15014,4
afr::cod::katanga::katubahealthdistrict,1,Monday,13,110.6702961,1192,257.738682,5,0.419463087,weekly,COD,232817,206.9206907,1.51,1125.150893,Urban settings,"Population <1,000,000",AFR,2/18/2013,5/19/2013,NA,admin2,14374,3
afr::cod::katanga::likasihealthdistrict,1,Monday,12,0.414372173,89,0.219853208,3,3.370786517,weekly,COD,404815.6,269.5675011,1.75,1501.722568,Urban settings,"Population <1,000,000",AFR,4/1/2013,6/23/2013,NA,admin2,14387,7
afr::cod::katanga::lubumbashihealthdistrict,2,Monday,25,0.031003875,95,0.05830545,4,4.210526316,weekly,COD,1629350.3,477.892048,1.81,3409.45263,Urban settings,"Population >1,000,000",AFR,1/14/2013,7/7/2013,NA,admin2,14390,3
afr::cod::katanga::mobahealthdistrict,2,Monday,19,1656.899085,396,738.8928856,5,1.262626263,weekly,COD,261788.2,0.097231476,1.54,2692422.359,Urban settings,"Population <1,000,000",AFR,3/15/2010,7/25/2010,NA,admin2,14398,5
afr::cod::katanga::mobahealthdistrict,3,Monday,28,1656.899085,387,722.0998655,3,0.775193798,weekly,COD,261788.2,0.097231476,1.79,2692422.359,Urban settings,"Population <1,000,000",AFR,11/1/2010,5/15/2011,NA,admin2,14398,15
afr::cod::katanga::mobahealthdistrict,5,Monday,17,1656.899085,389,694.794386,2,0.514138817,weekly,COD,269641.8,0.097231476,1.79,2773194.557,Urban settings,"Population <1,000,000",AFR,10/10/2011,2/5/2012,NA,admin2,14398,9
afr::cod::katanga::mobahealthdistrict,6,Monday,14,1656.899085,268,351.2861965,28,10.44776119,weekly,COD,286063,0.097231476,1.7,2942082.253,Urban settings,"Population <1,000,000",AFR,10/14/2013,1/19/2014,NA,admin2,14398,5
afr::cod::katanga::mufungasampwehealthdistrict,2,Monday,10,546.5771084,98,182.8573303,3,3.06122449,weekly,COD,153183.6,0.097231476,1.66,1575452.789,Urban settings,"Population <1,000,000",AFR,1/11/2010,3/21/2010,NA,admin2,14399,3
afr::cod::katanga::nyembahealthdistrict::kituku,1,Monday,13,18.45609442,209,9.535941798,0,0,weekly,COD,21917.1,14.29865593,1.73,1532.808406,Urban settings,"Population <100,000",AFR,11/14/2011,2/12/2012,NA,admin3,15020,7
afr::cod::kinshasa::barumbuhealthdistrict,1,Monday,26,0.14080106,20,0.165464795,1,5,weekly,COD,120871.6,4.207218576,1.92,28729.57461,Urban settings,"Population <1,000,000",AFR,1/9/2012,7/8/2012,NA,admin2,14431,3
afr::cod::kinshasa::binzameteohealthdistrict,1,Monday,9,0.192531142,33,0.066396007,0,0,weekly,COD,497017.8,47.70857271,1.81,10417.78808,Urban settings,"Population <1,000,000",AFR,5/28/2012,7/29/2012,NA,admin2,14432,3
afr::cod::kinshasa::gombehealthdistrict,1,Monday,8,0.781280519,11,0.414907833,0,0,weekly,COD,26511.9,12.62342419,1.95,2100.214617,Urban settings,"Population <100,000",AFR,8/1/2011,9/25/2011,NA,admin2,14436,5
afr::cod::kinshasa::gombehealthdistrict,2,Monday,3,0.781280519,6,0.191073366,1,16.66666667,weekly,COD,31401.6,12.62342419,1.96,2487.565935,Urban settings,"Population <100,000",AFR,9/3/2018,9/23/2018,NA,admin2,14436,3
afr::cod::kinshasa::kingabwahealthdistrict,4,Monday,55,1.160937924,494,4.371619154,8,1.619433198,weekly,COD,113001.6,17.24550853,1.83,6552.523505,Urban settings,"Population <1,000,000",AFR,6/20/2011,7/8/2012,NA,admin2,14442,26
afr::cod::kinshasa::kingabwahealthdistrict,5,Monday,8,1.160937924,31,0.27194136,1,3.225806452,weekly,COD,113995.2,17.24550853,1.71,6610.138507,Urban settings,"Population <1,000,000",AFR,12/24/2012,2/17/2013,NA,admin2,14442,3
afr::cod::kinshasa::kingasanihealthdistrict,1,Monday,27,0.10472157,42,0.255836971,0,0,weekly,COD,164167,9.347666318,1.97,17562.35133,Urban settings,"Population <1,000,000",AFR,2/27/2012,9/2/2012,NA,admin2,14443,8
afr::cod::kinshasa::limetehealthdistrict,2,Monday,27,0.632553503,198,0.955135034,2,1.01010101,weekly,COD,207300.5,12.35870547,2.17,16773.64191,Urban settings,"Population <1,000,000",AFR,11/28/2011,6/3/2012,NA,admin2,14451,3
afr::cod::kinshasa::limetehealthdistrict,3,Monday,9,0.632553503,20,0.090727584,2,10,weekly,COD,220440.1,12.35870547,2.03,17836.82769,Urban settings,"Population <1,000,000",AFR,1/14/2013,3/17/2013,NA,admin2,14451,3
afr::cod::kinshasa::masinaiihealthdistrict,2,Monday,63,0.060166942,42,0.113198499,1,2.380952381,weekly,COD,371029.7,33.40990725,1.96,11105.37953,Urban settings,"Population <1,000,000",AFR,1/9/2012,3/24/2013,NA,admin2,14458,45
afr::cod::kinshasa::matetehealthdistrict,2,Monday,62,0.066167457,61,0.268642455,3,4.918032787,weekly,COD,227067.6,4.703809002,1.87,48273.13352,Urban settings,"Population <1,000,000",AFR,7/11/2011,9/16/2012,NA,admin2,14459,35
afr::cod::kinshasa::ngabahealthdistrict,1,Monday,5,0.02868385,4,0.027464151,0,0,weekly,COD,145644.4,2.778802682,1.93,52412.64554,Urban settings,"Population <1,000,000",AFR,7/18/2011,8/21/2011,NA,admin2,14464,3
afr::cod::kinshasa::policehealthdistrict,1,Monday,48,27.63879016,90,56.15897817,2,2.222222222,weekly,COD,1602.6,0.082843555,2.02,19344.89653,Urban settings,"Population <10,000",AFR,8/29/2011,7/29/2012,NA,admin2,14467,30
afr::cod::kongocentral::bomahealthdistrict,2,Monday,22,0.139259612,44,0.168988133,0,0,weekly,COD,260373.3,138.9141164,1.91,1874.347307,Urban settings,"Population <1,000,000",AFR,6/18/2012,11/18/2012,NA,admin2,14473,8
afr::cod::kongocentral::matadihealthdistrict,2,Monday,12,0.356341903,62,0.453494318,1,1.612903226,weekly,COD,136716.2,64.12292215,1.7,2132.095597,Urban settings,"Population <1,000,000",AFR,6/11/2012,9/2/2012,NA,admin2,14487,5
afr::cod::nordkivu::gomahealthdistrict,1,Monday,28,24.95435658,827,9.705555545,1,0.120918984,weekly,COD,85208.9,29.69816578,1.61,2869.163727,Urban settings,"Population <100,000",AFR,1/18/2010,8/1/2010,NA,admin2,14578,8
afr::cod::nordkivu::gomahealthdistrict,10,Monday,31,24.95435658,1956,15.93109151,NA,NA,weekly,COD,122778.8,29.69816578,1.66,4134.221652,Urban settings,"Population <1,000,000",AFR,6/24/2019,1/26/2020,NA,admin2,14578,9
afr::cod::nordkivu::gomahealthdistrict,2,Monday,9,24.95435658,573,6.503285913,4,0.698080279,weekly,COD,88109.3,29.69816578,1.32,2966.826324,Urban settings,"Population <100,000",AFR,1/23/2012,3/25/2012,NA,admin2,14578,3
afr::cod::nordkivu::gomahealthdistrict,3,Monday,8,24.95435658,213,2.417451832,1,0.469483568,weekly,COD,88109.3,29.69816578,1.6,2966.826324,Urban settings,"Population <100,000",AFR,7/23/2012,9/16/2012,NA,admin2,14578,3
afr::cod::nordkivu::gomahealthdistrict,5,Monday,18,24.95435658,808,9.170427605,0,0,weekly,COD,88109.3,29.69816578,1.78,2966.826324,Urban settings,"Population <100,000",AFR,11/19/2012,3/24/2013,NA,admin2,14578,12
afr::cod::nordkivu::gomahealthdistrict,6,Monday,10,24.95435658,354,3.794660877,0,0,weekly,COD,93289,29.69816578,1.69,3141.237768,Urban settings,"Population <100,000",AFR,9/2/2013,11/10/2013,NA,admin2,14578,5
afr::cod::nordkivu::gomahealthdistrict,7,Monday,13,24.95435658,373,3.696088103,1,0.268096515,weekly,COD,100917.5,29.69816578,1.97,3398.105484,Urban settings,"Population <1,000,000",AFR,8/3/2015,11/1/2015,NA,admin2,14578,3
afr::cod::nordkivu::gomahealthdistrict,8,Monday,5,24.95435658,134,1.255898741,0,0,weekly,COD,106696.5,29.69816578,1.54,3592.696626,Urban settings,"Population <1,000,000",AFR,2/1/2016,3/6/2016,NA,admin2,14578,3
afr::cod::nordkivu::gomahealthdistrict,9,Monday,29,24.95435658,3286,29.64245299,8,0.243457091,weekly,COD,110854.5,29.69816578,2.8,3732.705273,Urban settings,"Population <1,000,000",AFR,6/26/2017,1/14/2018,NA,admin2,14578,5
afr::cod::nordkivu::gomahealthdistrict::buhimba,1,Monday,7,96.15682832,345,23.27611442,0,0,weekly,COD,14822.1,11.41341448,1.35,1298.656071,Urban settings,"Population <100,000",AFR,1/23/2012,3/11/2012,NA,admin3,15025,3
afr::cod::nordkivu::gomahealthdistrict::buhimba,2,Monday,9,96.15682832,200,12.45591621,0,0,weekly,COD,16056.6,11.41341448,1.61,1406.818269,Urban settings,"Population <100,000",AFR,1/14/2013,3/17/2013,NA,admin3,15025,4
afr::cod::nordkivu::gomahealthdistrict::buhimba,3,Monday,5,96.15682832,190,11.8331204,0,0,weekly,COD,16056.6,11.41341448,1.61,1406.818269,Urban settings,"Population <100,000",AFR,9/2/2013,10/6/2013,NA,admin3,15025,5
afr::cod::nordkivu::gomahealthdistrict::healafrica,4,Monday,51,50.77456973,662,56.85000608,0,0,weekly,COD,11644.7,3.191754685,1.69,3648.369361,Urban settings,"Population <100,000",AFR,1/25/2010,1/16/2011,NA,admin3,15026,49
afr::cod::nordkivu::gomahealthdistrict::healafrica,5,Monday,18,50.77456973,190,14.52324948,0,0,weekly,COD,13082.5,3.191754685,1.34,4098.842578,Urban settings,"Population <100,000",AFR,1/21/2013,5/26/2013,NA,admin3,15026,3
afr::cod::nordkivu::karisimbihealthdistrict,1,Monday,12,8.13431388,138,1.008675846,0,0,weekly,COD,136813,36.95548483,1.69,3702.102695,Urban settings,"Population <1,000,000",AFR,2/8/2010,5/2/2010,NA,admin2,14581,3
afr::cod::nordkivu::karisimbihealthdistrict,2,Monday,7,8.13431388,243,1.615230695,3,1.234567901,weekly,COD,150442.9,36.95548483,2.09,4070.922102,Urban settings,"Population <1,000,000",AFR,1/30/2012,3/18/2012,NA,admin2,14581,3
afr::cod::nordkivu::karisimbihealthdistrict,3,Monday,6,8.13431388,270,1.794700772,2,0.740740741,weekly,COD,150442.9,36.95548483,2.03,4070.922102,Urban settings,"Population <1,000,000",AFR,10/15/2012,11/25/2012,NA,admin2,14581,3
afr::cod::nordkivu::karisimbihealthdistrict,4,Monday,8,8.13431388,270,1.620412699,4,1.481481481,weekly,COD,166624.2,36.95548483,1.59,4508.781329,Urban settings,"Population <1,000,000",AFR,6/9/2014,8/3/2014,NA,admin2,14581,3
afr::cod::nordkivu::karisimbihealthdistrict,5,Monday,21,8.13431388,2005,10.64555254,4,0.199501247,weekly,COD,188341.6,36.95548483,1.82,5096.445111,Urban settings,"Population <1,000,000",AFR,7/3/2017,11/26/2017,NA,admin2,14581,5
afr::cod::nordkivu::karisimbihealthdistrict,7,Monday,36,8.13431388,1357,6.637217174,NA,NA,weekly,COD,204453.2,36.95548483,1.84,5532.418285,Urban settings,"Population <1,000,000",AFR,5/20/2019,1/26/2020,NA,admin2,14581,4
afr::cod::nordkivu::karisimbihealthdistrict::katoyi,1,Monday,11,28.22049907,42,4.721560961,0,0,weekly,COD,8895.4,1.600681271,1.75,5557.25875,Urban settings,"Population <10,000",AFR,1/25/2010,4/11/2010,NA,admin3,15028,3
afr::cod::nordkivu::karisimbihealthdistrict::majengo,2,Monday,14,6.119115909,65,5.108243182,0,0,weekly,COD,12724.5,1.83433803,2.05,6936.834865,Urban settings,"Population <100,000",AFR,2/8/2010,5/16/2010,NA,admin3,15027,3
afr::cod::orientale::buniahealthdistrict,2,Monday,29,0.686502892,140,1.004113503,2,1.428571429,weekly,COD,139426.5,121.5863526,1.95,1146.728206,Urban settings,"Population <1,000,000",AFR,1/23/2012,8/12/2012,NA,admin2,14613,4
afr::cod::sudkivu::bagirahealthdistrict,2,Monday,27,0.181830057,78,0.331729112,0,0,weekly,COD,235131.6,32.2907719,1.7,7281.696478,Urban settings,"Population <1,000,000",AFR,1/4/2010,7/11/2010,NA,admin2,14979,3
afr::cod::sudkivu::bagirahealthdistrict,3,Monday,18,0.181830057,63,0.263566035,0,0,weekly,COD,239029.3,32.2907719,1.85,7402.40279,Urban settings,"Population <1,000,000",AFR,12/12/2011,4/15/2012,NA,admin2,14979,11
afr::cod::sudkivu::bagirahealthdistrict::burhiba,1,Monday,19,2.965985421,36,1.138005168,0,0,weekly,COD,31634.3,2.11663652,2.12,14945.55144,Urban settings,"Population <100,000",AFR,12/12/2011,4/22/2012,NA,admin3,15029,3
afr::cod::sudkivu::bagirahealthdistrict::burhiba,2,Monday,6,2.965985421,8,0.246172072,0,0,weekly,COD,32497.6,2.11663652,1.97,15353.41552,Urban settings,"Population <100,000",AFR,11/19/2012,12/30/2012,NA,admin3,15029,3
afr::cod::sudkivu::fizihealthdistrict::baraka,3,Monday,31,205.1481772,575,135.510617,0,0,weekly,COD,158055,2.777942385,1.72,56896.4284,Urban settings,"Population <1,000,000",AFR,9/6/2010,4/10/2011,NA,admin3,15030,25
afr::cod::sudkivu::ibandahealthdistrict,1,Monday,22,1.115748685,138,0.548316274,0,0,weekly,COD,251679.6,27.35442427,1.94,9200.69081,Urban settings,"Population <1,000,000",AFR,12/12/2011,5/13/2012,NA,admin2,14662,9
afr::cod::sudkivu::ibandahealthdistrict::gihamba,1,Monday,16,79.57003141,329,79.17970823,3,0.911854103,weekly,COD,4155.1,0.32640702,2.09,12729.812,Urban settings,"Population <10,000",AFR,11/28/2011,3/18/2012,NA,admin3,15035,6
afr::cod::sudkivu::ibandahealthdistrict::panzi,2,Monday,33,3.109658455,208,3.218282125,0,0,weekly,COD,64630.8,6.015924748,1.65,10743.28598,Urban settings,"Population <100,000",AFR,8/29/2011,4/15/2012,NA,admin3,15036,20
afr::cod::sudkivu::kadutuhealthdistrict,1,Monday,14,3.977113392,169,0.995529047,5,2.958579882,weekly,COD,169759,17.01271021,1.47,9978.363112,Urban settings,"Population <1,000,000",AFR,4/5/2010,7/11/2010,NA,admin2,14666,3
afr::cod::sudkivu::kadutuhealthdistrict,4,Monday,27,3.977113392,1162,6.560423816,4,0.344234079,weekly,COD,177122.7,17.01271021,1.74,10411.19832,Urban settings,"Population <1,000,000",AFR,8/29/2011,3/4/2012,NA,admin2,14666,19
afr::cod::sudkivu::kadutuhealthdistrict,5,Monday,19,3.977113392,415,2.173878347,1,0.240963855,weekly,COD,190903,17.01271021,1.67,11221.1986,Urban settings,"Population <1,000,000",AFR,10/14/2013,2/23/2014,NA,admin2,14666,10
afr::cod::sudkivu::kadutuhealthdistrict::8ecepacbuholoii,1,Monday,12,4.046606038,65,2.807211463,0,0,weekly,COD,23154.7,1.218076864,1.61,19009.22732,Urban settings,"Population <100,000",AFR,12/12/2011,3/4/2012,NA,admin3,15037,3
